Timestamp,ID,Data,Parsed Data
1739436909.1870975,513,b'\x04\x00\xac\x00Z\xff\x00\x00',"""Ia=0.4A, Ib=17.2A, Ic=-16.6A"""
1739436909.1870975,514,b'\xa2\x08|\x08\xb3\x08\xfa\x00',"""Va=221.0V, Vb=217.2V, Vc=222.7V, T=25.0\u00b0C"""
1739436909.1870975,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.1972542,513,b'\x08\x00\xac\x00Y\xff\x00\x00',"""Ia=0.8A, Ib=17.2A, Ic=-16.7A"""
1739436909.1972542,514,b'\x9c\x08\xad\x08f\x08\xfa\x00',"""Va=220.4V, Vb=222.1V, Vc=215.0V, T=25.0\u00b0C"""
1739436909.1972542,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.2074418,513,b'\x04\x00\xad\x00Q\xff\x00\x00',"""Ia=0.4A, Ib=17.3A, Ic=-17.5A"""
1739436909.2074418,514,b'u\x08\x98\x08m\x08\xfa\x00',"""Va=216.5V, Vb=220.0V, Vc=215.7V, T=25.0\u00b0C"""
1739436909.2074418,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.2176445,513,b'\xfb\xff\xb3\x00T\xff\x00\x00',"""Ia=-0.5A, Ib=17.9A, Ic=-17.2A"""
1739436909.2176445,514,b's\x08s\x08\xbb\x08\xfa\x00',"""Va=216.3V, Vb=216.3V, Vc=223.5V, T=25.0\u00b0C"""
1739436909.2176445,515,b'\x00\x00\x00\x00\x05\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.5A"""
1739436909.227756,513,b'\xf7\xff\xac\x00Y\xff\x00\x00',"""Ia=-0.9A, Ib=17.2A, Ic=-16.7A"""
1739436909.227756,514,b'\x9e\x08\xb8\x08|\x08\xfa\x00',"""Va=220.6V, Vb=223.2V, Vc=217.2V, T=25.0\u00b0C"""
1739436909.227756,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
1739436909.2380626,513,b'\xf9\xff\xab\x00Y\xff\x00\x00',"""Ia=-0.7A, Ib=17.1A, Ic=-16.7A"""
1739436909.2380626,514,b'~\x08\xa7\x08v\x08\xfa\x00',"""Va=217.4V, Vb=221.5V, Vc=216.6V, T=25.0\u00b0C"""
1739436909.2380626,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.2489305,513,b'\x00\x00\xb4\x00W\xff\x00\x00',"""Ia=0.0A, Ib=18.0A, Ic=-16.9A"""
1739436909.2489305,514,b'\xb6\x08i\x08\xc4\x08\xfa\x00',"""Va=223.0V, Vb=215.3V, Vc=224.4V, T=25.0\u00b0C"""
1739436909.2489305,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.259085,513,b'\x01\x00\xb0\x00P\xff\x00\x00',"""Ia=0.1A, Ib=17.6A, Ic=-17.6A"""
1739436909.259085,514,b'\xab\x08\xba\x08\xc4\x08\xfa\x00',"""Va=221.9V, Vb=223.4V, Vc=224.4V, T=25.0\u00b0C"""
1739436909.259085,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.2694757,513,b'\xf9\xff\xae\x00]\xff\x00\x00',"""Ia=-0.7A, Ib=17.4A, Ic=-16.3A"""
1739436909.2694757,514,b'\x86\x08i\x08j\x08\xfa\x00',"""Va=218.2V, Vb=215.3V, Vc=215.4V, T=25.0\u00b0C"""
1739436909.2694757,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.2798896,513,b'\x01\x00\xa6\x00Y\xff\x00\x00',"""Ia=0.1A, Ib=16.6A, Ic=-16.7A"""
1739436909.2798896,514,b'\xbf\x08\x9b\x08\x95\x08\xfa\x00',"""Va=223.9V, Vb=220.3V, Vc=219.7V, T=25.0\u00b0C"""
1739436909.2798896,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.2901185,513,b'\x03\x00\xb3\x00W\xff\x00\x00',"""Ia=0.3A, Ib=17.9A, Ic=-16.9A"""
1739436909.2901185,514,b'\xb5\x08\xc4\x08f\x08\xfa\x00',"""Va=222.9V, Vb=224.4V, Vc=215.0V, T=25.0\u00b0C"""
1739436909.2901185,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436909.3009481,513,b'\xfe\xff\xb4\x00J\xff\x00\x00',"""Ia=-0.2A, Ib=18.0A, Ic=-18.2A"""
1739436909.3009481,514,b'l\x08\x8a\x08\x80\x08\xfa\x00',"""Va=215.6V, Vb=218.6V, Vc=217.6V, T=25.0\u00b0C"""
1739436909.3009481,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.3114805,513,b'\x03\x00\xae\x00N\xff\x00\x00',"""Ia=0.3A, Ib=17.4A, Ic=-17.8A"""
1739436909.3114805,514,b'i\x08\xbd\x08\x8e\x08\xfa\x00',"""Va=215.3V, Vb=223.7V, Vc=219.0V, T=25.0\u00b0C"""
1739436909.3114805,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436909.3218083,513,b'\x06\x00\xa6\x00R\xff\x00\x00',"""Ia=0.6A, Ib=16.6A, Ic=-17.4A"""
1739436909.3218083,514,b'\xa1\x08\x92\x08\x97\x08\xfa\x00',"""Va=220.9V, Vb=219.4V, Vc=219.9V, T=25.0\u00b0C"""
1739436909.3218083,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436909.3328018,513,b'\xfc\xff\xa8\x00J\xff\x00\x00',"""Ia=-0.4A, Ib=16.8A, Ic=-18.2A"""
1739436909.3328018,514,b'r\x08\x84\x08\x92\x08\xfa\x00',"""Va=216.2V, Vb=218.0V, Vc=219.4V, T=25.0\u00b0C"""
1739436909.3328018,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.3429544,513,b'\xf8\xff\xb3\x00M\xff\x00\x00',"""Ia=-0.8A, Ib=17.9A, Ic=-17.9A"""
1739436909.3429544,514,b'\xaf\x08\x9c\x08\x92\x08\xfa\x00',"""Va=222.3V, Vb=220.4V, Vc=219.4V, T=25.0\u00b0C"""
1739436909.3429544,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.3530474,513,b'\xfe\xff\xa5\x00\\\xff\x00\x00',"""Ia=-0.2A, Ib=16.5A, Ic=-16.4A"""
1739436909.3530474,514,b'm\x08\xb3\x08\xc0\x08\xfa\x00',"""Va=215.7V, Vb=222.7V, Vc=224.0V, T=25.0\u00b0C"""
1739436909.3530474,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.3633091,513,b'\x00\x00\xb5\x00Q\xff\x00\x00',"""Ia=0.0A, Ib=18.1A, Ic=-17.5A"""
1739436909.3633091,514,b'q\x08\x9e\x08v\x08\xfa\x00',"""Va=216.1V, Vb=220.6V, Vc=216.6V, T=25.0\u00b0C"""
1739436909.3633091,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.3738575,513,b'\x07\x00\xa8\x00L\xff\x00\x00',"""Ia=0.7A, Ib=16.8A, Ic=-18.0A"""
1739436909.3738575,514,b'\xc8\x08\x8f\x08i\x08\xfa\x00',"""Va=224.8V, Vb=219.1V, Vc=215.3V, T=25.0\u00b0C"""
1739436909.3738575,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.3844,513,b'\x07\x00\xa6\x00U\xff\x00\x00',"""Ia=0.7A, Ib=16.6A, Ic=-17.1A"""
1739436909.3844,514,b'\x90\x08x\x08\xac\x08\xfa\x00',"""Va=219.2V, Vb=216.8V, Vc=222.0V, T=25.0\u00b0C"""
1739436909.3844,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.3948178,513,b'\x07\x00\xaa\x00Q\xff\x00\x00',"""Ia=0.7A, Ib=17.0A, Ic=-17.5A"""
1739436909.3948178,514,b'p\x08\x88\x08k\x08\xfa\x00',"""Va=216.0V, Vb=218.4V, Vc=215.5V, T=25.0\u00b0C"""
1739436909.3948178,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.4050012,513,b'\xf9\xff\xae\x00K\xff\x00\x00',"""Ia=-0.7A, Ib=17.4A, Ic=-18.1A"""
1739436909.4050012,514,b'\xc0\x08o\x08\x9b\x08\xfa\x00',"""Va=224.0V, Vb=215.9V, Vc=220.3V, T=25.0\u00b0C"""
1739436909.4050012,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.4151006,513,b'\x01\x00\xa6\x00U\xff\x00\x00',"""Ia=0.1A, Ib=16.6A, Ic=-17.1A"""
1739436909.4151006,514,b'\xbe\x08\x85\x08u\x08\xfa\x00',"""Va=223.8V, Vb=218.1V, Vc=216.5V, T=25.0\u00b0C"""
1739436909.4151006,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.4253898,513,b'\x01\x00\xad\x00[\xff\x00\x00',"""Ia=0.1A, Ib=17.3A, Ic=-16.5A"""
1739436909.4253898,514,b'\x84\x08t\x08p\x08\xfa\x00',"""Va=218.0V, Vb=216.4V, Vc=216.0V, T=25.0\u00b0C"""
1739436909.4253898,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.4358418,513,b'\xfe\xff\xb3\x00U\xff\x00\x00',"""Ia=-0.2A, Ib=17.9A, Ic=-17.1A"""
1739436909.4358418,514,b'\x8e\x08\xb7\x08\xa5\x08\xfa\x00',"""Va=219.0V, Vb=223.1V, Vc=221.3V, T=25.0\u00b0C"""
1739436909.4358418,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.4459834,513,b'\xf7\xff\xa9\x00K\xff\x00\x00',"""Ia=-0.9A, Ib=16.9A, Ic=-18.1A"""
1739436909.4459834,514,b'\xb8\x08\x9b\x08f\x08\xfa\x00',"""Va=223.2V, Vb=220.3V, Vc=215.0V, T=25.0\u00b0C"""
1739436909.4459834,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
1739436909.4561958,513,b'\xf8\xff\xb0\x00U\xff\x00\x00',"""Ia=-0.8A, Ib=17.6A, Ic=-17.1A"""
1739436909.4561958,514,b'\x9b\x08\x92\x08\xaa\x08\xfa\x00',"""Va=220.3V, Vb=219.4V, Vc=221.8V, T=25.0\u00b0C"""
1739436909.4561958,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.4668965,513,b'\x00\x00\xac\x00\\\xff\x00\x00',"""Ia=0.0A, Ib=17.2A, Ic=-16.4A"""
1739436909.4668965,514,b'\xbe\x08\x85\x08\x8a\x08\xfa\x00',"""Va=223.8V, Vb=218.1V, Vc=218.6V, T=25.0\u00b0C"""
1739436909.4668965,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.4773679,513,b'\xf9\xff\xb4\x00V\xff\x00\x00',"""Ia=-0.7A, Ib=18.0A, Ic=-17.0A"""
1739436909.4773679,514,b'\x8c\x08l\x08n\x08\xfa\x00',"""Va=218.8V, Vb=215.6V, Vc=215.8V, T=25.0\u00b0C"""
1739436909.4773679,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.4880788,513,b'\x08\x00\xb6\x00X\xff\x00\x00',"""Ia=0.8A, Ib=18.2A, Ic=-16.8A"""
1739436909.4880788,514,b'\xb4\x08\x98\x08\xaa\x08\xfa\x00',"""Va=222.8V, Vb=220.0V, Vc=221.8V, T=25.0\u00b0C"""
1739436909.4880788,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.498657,513,b'\xfa\xff\xb2\x00Y\xff\x00\x00',"""Ia=-0.6A, Ib=17.8A, Ic=-16.7A"""
1739436909.498657,514,b'\xc3\x08\x98\x08\x8d\x08\xfa\x00',"""Va=224.3V, Vb=220.0V, Vc=218.9V, T=25.0\u00b0C"""
1739436909.498657,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436909.508912,513,b'\x00\x00\xa9\x00]\xff\x00\x00',"""Ia=0.0A, Ib=16.9A, Ic=-16.3A"""
1739436909.508912,514,b'w\x08\xa0\x08w\x08\xfa\x00',"""Va=216.7V, Vb=220.8V, Vc=216.7V, T=25.0\u00b0C"""
1739436909.508912,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.5191538,513,b'\x05\x00\xb0\x00N\xff\x00\x00',"""Ia=0.5A, Ib=17.6A, Ic=-17.8A"""
1739436909.5191538,514,b'\xc4\x08\xa9\x08\x9f\x08\xfa\x00',"""Va=224.4V, Vb=221.7V, Vc=220.7V, T=25.0\u00b0C"""
1739436909.5191538,515,b'\x00\x00\x00\x00\x05\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.5A"""
1739436909.5294309,513,b'\x01\x00\xa6\x00O\xff\x00\x00',"""Ia=0.1A, Ib=16.6A, Ic=-17.7A"""
1739436909.5294309,514,b'\x9e\x08\xaa\x08m\x08\xfa\x00',"""Va=220.6V, Vb=221.8V, Vc=215.7V, T=25.0\u00b0C"""
1739436909.5294309,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.5395815,513,b'\x02\x00\xb5\x00X\xff\x00\x00',"""Ia=0.2A, Ib=18.1A, Ic=-16.8A"""
1739436909.5395815,514,b'\x91\x08\x9f\x08\xb1\x08\xfa\x00',"""Va=219.3V, Vb=220.7V, Vc=222.5V, T=25.0\u00b0C"""
1739436909.5395815,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.5502164,513,b'\x07\x00\xac\x00J\xff\x00\x00',"""Ia=0.7A, Ib=17.2A, Ic=-18.2A"""
1739436909.5502164,514,b'\x90\x08\x89\x08\x89\x08\xfa\x00',"""Va=219.2V, Vb=218.5V, Vc=218.5V, T=25.0\u00b0C"""
1739436909.5502164,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.561101,513,b'\xff\xff\xad\x00S\xff\x00\x00',"""Ia=-0.1A, Ib=17.3A, Ic=-17.3A"""
1739436909.561101,514,b'{\x08\xa9\x08\xbb\x08\xfa\x00',"""Va=217.1V, Vb=221.7V, Vc=223.5V, T=25.0\u00b0C"""
1739436909.561101,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.5713813,513,b'\xf9\xff\xb1\x00S\xff\x00\x00',"""Ia=-0.7A, Ib=17.7A, Ic=-17.3A"""
1739436909.5713813,514,b'\x8b\x08o\x08g\x08\xfa\x00',"""Va=218.7V, Vb=215.9V, Vc=215.1V, T=25.0\u00b0C"""
1739436909.5713813,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.5819016,513,b'\xf8\xff\xb0\x00\\\xff\x00\x00',"""Ia=-0.8A, Ib=17.6A, Ic=-16.4A"""
1739436909.5819016,514,b'\xb9\x08p\x08\x8e\x08\xfa\x00',"""Va=223.3V, Vb=216.0V, Vc=219.0V, T=25.0\u00b0C"""
1739436909.5819016,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.592295,513,b'\x02\x00\xb1\x00Q\xff\x00\x00',"""Ia=0.2A, Ib=17.7A, Ic=-17.5A"""
1739436909.592295,514,b'\xa4\x08m\x08\xc5\x08\xfa\x00',"""Va=221.2V, Vb=215.7V, Vc=224.5V, T=25.0\u00b0C"""
1739436909.592295,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.6030593,513,b'\x00\x00\xb2\x00X\xff\x00\x00',"""Ia=0.0A, Ib=17.8A, Ic=-16.8A"""
1739436909.6030593,514,b'\xa6\x08\x9f\x08\x92\x08\xfa\x00',"""Va=221.4V, Vb=220.7V, Vc=219.4V, T=25.0\u00b0C"""
1739436909.6030593,515,b'\x00\x00\x00\x00\x00\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.0A"""
1739436909.6140237,513,b'\x02\x00\xa5\x00L\xff\x00\x00',"""Ia=0.2A, Ib=16.5A, Ic=-18.0A"""
1739436909.6140237,514,b'h\x08\xb5\x08\xb3\x08\xfa\x00',"""Va=215.2V, Vb=222.9V, Vc=222.7V, T=25.0\u00b0C"""
1739436909.6140237,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.6249862,513,b'\xf9\xff\xa6\x00W\xff\x00\x00',"""Ia=-0.7A, Ib=16.6A, Ic=-16.9A"""
1739436909.6249862,514,b'\x89\x08~\x08\xb5\x08\xfa\x00',"""Va=218.5V, Vb=217.4V, Vc=222.9V, T=25.0\u00b0C"""
1739436909.6249862,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.6356685,513,b'\x03\x00\xa9\x00K\xff\x00\x00',"""Ia=0.3A, Ib=16.9A, Ic=-18.1A"""
1739436909.6356685,514,b'\x8b\x08\xb5\x08\xac\x08\xfa\x00',"""Va=218.7V, Vb=222.9V, Vc=222.0V, T=25.0\u00b0C"""
1739436909.6356685,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436909.64579,513,b'\xfa\xff\xa6\x00W\xff\x00\x00',"""Ia=-0.6A, Ib=16.6A, Ic=-16.9A"""
1739436909.64579,514,b'\xaa\x08\x9e\x08\x8a\x08\xfa\x00',"""Va=221.8V, Vb=220.6V, Vc=218.6V, T=25.0\u00b0C"""
1739436909.64579,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436909.656001,513,b'\xfd\xff\xb6\x00W\xff\x00\x00',"""Ia=-0.3A, Ib=18.2A, Ic=-16.9A"""
1739436909.656001,514,b'\xc5\x08\x80\x08\x83\x08\xfa\x00',"""Va=224.5V, Vb=217.6V, Vc=217.9V, T=25.0\u00b0C"""
1739436909.656001,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436909.6663427,513,b'\xfa\xff\xaa\x00W\xff\x00\x00',"""Ia=-0.6A, Ib=17.0A, Ic=-16.9A"""
1739436909.6663427,514,b'\x95\x08{\x08g\x08\xfa\x00',"""Va=219.7V, Vb=217.1V, Vc=215.1V, T=25.0\u00b0C"""
1739436909.6663427,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436909.676743,513,b'\xf7\xff\xa3\x00L\xff\x00\x00',"""Ia=-0.9A, Ib=16.3A, Ic=-18.0A"""
1739436909.676743,514,b'~\x08w\x08\x97\x08\xfa\x00',"""Va=217.4V, Vb=216.7V, Vc=219.9V, T=25.0\u00b0C"""
1739436909.676743,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
1739436909.6874263,513,b'\xfb\xff\xb6\x00[\xff\x00\x00',"""Ia=-0.5A, Ib=18.2A, Ic=-16.5A"""
1739436909.6874263,514,b'\xb9\x08n\x08z\x08\xfa\x00',"""Va=223.3V, Vb=215.8V, Vc=217.0V, T=25.0\u00b0C"""
1739436909.6874263,515,b'\x00\x00\x00\x00\x05\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.5A"""
1739436909.6977255,513,b'\x08\x00\xb0\x00U\xff\x00\x00',"""Ia=0.8A, Ib=17.6A, Ic=-17.1A"""
1739436909.6977255,514,b'\xb9\x08\xaf\x08\x92\x08\xfa\x00',"""Va=223.3V, Vb=222.3V, Vc=219.4V, T=25.0\u00b0C"""
1739436909.6977255,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.7086701,513,b'\t\x00\xaf\x00K\xff\x00\x00',"""Ia=0.9A, Ib=17.5A, Ic=-18.1A"""
1739436909.7087045,514,b'\x96\x08\xc1\x08\x85\x08\xfa\x00',"""Va=219.8V, Vb=224.1V, Vc=218.1V, T=25.0\u00b0C"""
1739436909.7087045,515,b'\x00\x00\x00\x00\t\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.9A"""
1739436909.719495,513,b'\x07\x00\xb3\x00V\xff\x00\x00',"""Ia=0.7A, Ib=17.9A, Ic=-17.0A"""
1739436909.719495,514,b'\xa4\x08\xc8\x08\xb8\x08\xfa\x00',"""Va=221.2V, Vb=224.8V, Vc=223.2V, T=25.0\u00b0C"""
1739436909.719495,515,b'\x00\x00\x00\x00\x07\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.7A"""
1739436909.7295783,513,b'\x08\x00\xb1\x00Q\xff\x00\x00',"""Ia=0.8A, Ib=17.7A, Ic=-17.5A"""
1739436909.7295783,514,b'\xc3\x08\x9c\x08f\x08\xfa\x00',"""Va=224.3V, Vb=220.4V, Vc=215.0V, T=25.0\u00b0C"""
1739436909.7296243,515,b'\x00\x00\x00\x00\x08\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.8A"""
1739436909.7398446,513,b'\x03\x00\xb4\x00Y\xff\x00\x00',"""Ia=0.3A, Ib=18.0A, Ic=-16.7A"""
1739436909.7398446,514,b'\x93\x08l\x08f\x08\xfa\x00',"""Va=219.5V, Vb=215.6V, Vc=215.0V, T=25.0\u00b0C"""
1739436909.7398446,515,b'\x00\x00\x00\x00\x03\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.3A"""
1739436909.7502885,513,b'\xfe\xff\xad\x00J\xff\x00\x00',"""Ia=-0.2A, Ib=17.3A, Ic=-18.2A"""
1739436909.7502885,514,b'{\x08\x99\x08u\x08\xfa\x00',"""Va=217.1V, Vb=220.1V, Vc=216.5V, T=25.0\u00b0C"""
1739436909.7502885,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.7603502,513,b'\xfe\xff\xaa\x00J\xff\x00\x00',"""Ia=-0.2A, Ib=17.0A, Ic=-18.2A"""
1739436909.7603502,514,b'\xc3\x08u\x08\xa2\x08\xfa\x00',"""Va=224.3V, Vb=216.5V, Vc=221.0V, T=25.0\u00b0C"""
1739436909.7603502,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.7710161,513,b'\x04\x00\xa5\x00Y\xff\x00\x00',"""Ia=0.4A, Ib=16.5A, Ic=-16.7A"""
1739436909.7710595,514,b'\xa9\x08\xc7\x08\x98\x08\xfa\x00',"""Va=221.7V, Vb=224.7V, Vc=220.0V, T=25.0\u00b0C"""
1739436909.7710595,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.781096,513,b'\x02\x00\xb4\x00J\xff\x00\x00',"""Ia=0.2A, Ib=18.0A, Ic=-18.2A"""
1739436909.781096,514,b'\xa0\x08\x84\x08\xb1\x08\xfa\x00',"""Va=220.8V, Vb=218.0V, Vc=222.5V, T=25.0\u00b0C"""
1739436909.781096,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.7913375,513,b'\x02\x00\xa5\x00T\xff\x00\x00',"""Ia=0.2A, Ib=16.5A, Ic=-17.2A"""
1739436909.7913375,514,b'|\x08\x91\x08\x98\x08\xfa\x00',"""Va=217.2V, Vb=219.3V, Vc=220.0V, T=25.0\u00b0C"""
1739436909.7913375,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.8014817,513,b'\xfa\xff\xaa\x00J\xff\x00\x00',"""Ia=-0.6A, Ib=17.0A, Ic=-18.2A"""
1739436909.8014817,514,b'\x8a\x08l\x08\xc3\x08\xfa\x00',"""Va=218.6V, Vb=215.6V, Vc=224.3V, T=25.0\u00b0C"""
1739436909.8014817,515,b'\x00\x00\x00\x00\x06\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.6A"""
1739436909.811977,513,b'\x01\x00\xaf\x00U\xff\x00\x00',"""Ia=0.1A, Ib=17.5A, Ic=-17.1A"""
1739436909.811977,514,b'\xb3\x08j\x08x\x08\xfa\x00',"""Va=222.7V, Vb=215.4V, Vc=216.8V, T=25.0\u00b0C"""
1739436909.811977,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
1739436909.8220656,513,b'\xfc\xff\xa8\x00V\xff\x00\x00',"""Ia=-0.4A, Ib=16.8A, Ic=-17.0A"""
1739436909.8221385,514,b'\xc5\x08\xbb\x08\xb6\x08\xfa\x00',"""Va=224.5V, Vb=223.5V, Vc=223.0V, T=25.0\u00b0C"""
1739436909.8221385,515,b'\x00\x00\x00\x00\x04\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.4A"""
1739436909.832609,513,b'\x02\x00\xa4\x00R\xff\x00\x00',"""Ia=0.2A, Ib=16.4A, Ic=-17.4A"""
1739436909.832609,514,b'\xa1\x08r\x08\x9d\x08\xfa\x00',"""Va=220.9V, Vb=216.2V, Vc=220.5V, T=25.0\u00b0C"""
1739436909.832609,515,b'\x00\x00\x00\x00\x02\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.2A"""
1739436909.8427017,513,b'\xff\xff\xb2\x00U\xff\x00\x00',"""Ia=-0.1A, Ib=17.8A, Ic=-17.1A"""
1739436909.8427434,514,b'\xaa\x08\x90\x08\x9f\x08\xfa\x00',"""Va=221.8V, Vb=219.2V, Vc=220.7V, T=25.0\u00b0C"""
1739436909.8427434,515,b'\x00\x00\x00\x00\x01\x00\x01\x00',"""Speed=0rpm, Target=0rpm, Torque=0.1A"""
